patch_name	grade_1	grade_2
ZT80_38_A_8_4_patch_29	1	2
ZT80_38_A_8_4_patch_32	1	2
ZT80_38_A_8_4_patch_33	1	2
ZT80_38_A_8_4_patch_34	1	2
ZT80_38_A_8_4_patch_39	1	2
ZT80_38_A_8_4_patch_40	1	2
ZT80_38_A_8_4_patch_41	1	2
ZT80_38_A_8_4_patch_45	1	2
ZT80_38_A_8_4_patch_46	1	2
ZT80_38_A_8_5_patch_9	2	2
ZT80_38_A_8_5_patch_10	2	2
ZT80_38_A_8_5_patch_15	2	2
ZT80_38_A_8_5_patch_16	2	2
ZT80_38_A_8_5_patch_19	1	2
ZT80_38_A_8_5_patch_22	1	2
ZT80_38_A_8_5_patch_29	1	2
ZT80_38_A_8_5_patch_30	1	2
ZT80_38_A_8_5_patch_37	1	2
ZT80_38_A_8_7_patch_2	1	2
ZT80_38_A_8_7_patch_3	1	2
ZT80_38_A_8_7_patch_8	1	2
ZT80_38_A_8_7_patch_9	1	2
ZT80_38_A_8_7_patch_11	1	2
ZT80_38_A_8_7_patch_12	1	2
ZT80_38_A_8_7_patch_13	1	2
ZT80_38_A_8_7_patch_15	1	2
ZT80_38_A_8_7_patch_18	1	2
ZT80_38_A_8_7_patch_19	1	2
ZT80_38_A_8_7_patch_20	1	2
ZT80_38_A_8_7_patch_21	1	2
ZT80_38_A_8_7_patch_22	1	2
ZT80_38_A_8_7_patch_23	1	2
ZT80_38_A_8_7_patch_24	1	2
ZT80_38_A_8_7_patch_25	1	2
ZT80_38_A_8_7_patch_26	1	2
ZT80_38_A_8_7_patch_29	1	2
ZT80_38_A_8_7_patch_30	1	2
ZT80_38_A_8_7_patch_31	1	2
ZT80_38_A_8_7_patch_32	1	2
ZT80_38_A_8_7_patch_33	1	2
ZT80_38_A_8_7_patch_34	1	1
ZT80_38_A_8_7_patch_36	1	2
ZT80_38_A_8_7_patch_37	1	2
ZT80_38_A_8_7_patch_38	1	2
ZT80_38_A_8_7_patch_41	1	1
ZT80_38_A_8_7_patch_44	1	2
ZT80_38_A_8_7_patch_45	1	2
ZT80_38_A_8_7_patch_46	1	2
ZT80_38_A_8_7_patch_47	1	1
ZT80_38_A_8_8_patch_3	2	2
ZT80_38_A_8_8_patch_9	2	2
ZT80_38_A_8_8_patch_10	2	2
ZT80_38_A_8_8_patch_11	2	2
ZT80_38_A_8_8_patch_12	2	2
ZT80_38_A_8_8_patch_16	2	2
ZT80_38_A_8_8_patch_17	2	2
ZT80_38_A_8_8_patch_18	2	2
ZT80_38_A_8_8_patch_19	2	2
ZT80_38_A_8_8_patch_20	2	2
ZT80_38_A_8_8_patch_22	2	2
ZT80_38_A_8_8_patch_23	2	2
ZT80_38_A_8_8_patch_24	2	2
ZT80_38_A_8_8_patch_25	2	2
ZT80_38_A_8_8_patch_26	2	2
ZT80_38_A_8_8_patch_27	2	2
ZT80_38_A_8_8_patch_29	2	2
ZT80_38_A_8_8_patch_30	2	2
ZT80_38_A_8_8_patch_31	2	2
ZT80_38_A_8_8_patch_32	2	2
ZT80_38_A_8_8_patch_33	2	2
ZT80_38_A_8_8_patch_34	2	2
ZT80_38_A_8_8_patch_36	2	2
ZT80_38_A_8_8_patch_37	2	2
ZT80_38_A_8_8_patch_38	2	2
ZT80_38_A_8_8_patch_39	2	2
ZT80_38_A_8_8_patch_40	2	2
ZT80_38_A_8_8_patch_41	2	2
ZT80_38_A_8_8_patch_45	2	2
ZT80_38_A_8_8_patch_46	2	2
ZT80_38_A_8_9_patch_9	2	2
ZT80_38_A_8_9_patch_10	2	2
ZT80_38_A_8_9_patch_11	2	2
ZT80_38_A_8_9_patch_12	2	2
ZT80_38_A_8_9_patch_15	1	2
ZT80_38_A_8_9_patch_17	2	2
ZT80_38_A_8_9_patch_18	2	2
ZT80_38_A_8_9_patch_19	2	2
ZT80_38_A_8_9_patch_20	2	2
ZT80_38_A_8_9_patch_22	1	2
ZT80_38_A_8_9_patch_24	2	2
ZT80_38_A_8_9_patch_25	2	2
ZT80_38_A_8_9_patch_26	2	2
ZT80_38_A_8_9_patch_27	2	2
ZT80_38_A_8_9_patch_29	1	2
ZT80_38_A_8_9_patch_31	2	2
ZT80_38_A_8_9_patch_32	2	2
ZT80_38_A_8_9_patch_33	2	2
ZT80_38_A_8_9_patch_34	2	2
ZT80_38_A_8_9_patch_36	1	2
ZT80_38_A_8_9_patch_37	1	2
ZT80_38_A_8_9_patch_39	2	2
ZT80_38_A_8_9_patch_40	2	2
ZT80_38_A_8_9_patch_41	2	2
ZT80_38_A_8_9_patch_43	1	2
ZT80_38_A_8_9_patch_44	1	2
ZT80_38_A_8_9_patch_45	1	2
ZT80_38_A_8_9_patch_46	2	2
ZT80_38_A_8_9_patch_47	2	2
ZT80_38_B_1_1_patch_13	1	2
ZT80_38_B_1_1_patch_16	2	2
ZT80_38_B_1_1_patch_17	2	2
ZT80_38_B_1_1_patch_18	2	2
ZT80_38_B_1_1_patch_19	2	2
ZT80_38_B_1_1_patch_23	2	2
ZT80_38_B_1_1_patch_24	2	2
ZT80_38_B_1_1_patch_25	2	2
ZT80_38_B_1_1_patch_26	2	2
ZT80_38_B_1_1_patch_27	2	2
ZT80_38_B_1_1_patch_29	1	1
ZT80_38_B_1_1_patch_31	1	2
ZT80_38_B_1_1_patch_37	1	2
ZT80_38_B_1_1_patch_38	1	2
ZT80_38_B_1_1_patch_39	1	2
ZT80_38_B_1_1_patch_40	1	2
ZT80_38_B_1_1_patch_41	1	2
ZT80_38_B_1_10_patch_10	2	2
ZT80_38_B_1_10_patch_11	2	2
ZT80_38_B_1_10_patch_15	2	2
ZT80_38_B_1_10_patch_16	2	2
ZT80_38_B_1_10_patch_17	2	2
ZT80_38_B_1_10_patch_18	2	2
ZT80_38_B_1_10_patch_19	2	2
ZT80_38_B_1_10_patch_22	2	2
ZT80_38_B_1_10_patch_23	2	2
ZT80_38_B_1_10_patch_24	2	2
ZT80_38_B_1_10_patch_25	2	2
ZT80_38_B_1_10_patch_26	2	2
ZT80_38_B_1_10_patch_29	2	2
ZT80_38_B_1_10_patch_30	2	2
ZT80_38_B_1_10_patch_31	2	2
ZT80_38_B_1_10_patch_32	2	2
ZT80_38_B_1_10_patch_33	2	2
ZT80_38_B_1_10_patch_34	2	2
ZT80_38_B_1_10_patch_36	2	2
ZT80_38_B_1_10_patch_37	2	2
ZT80_38_B_1_10_patch_38	2	2
ZT80_38_B_1_10_patch_39	2	2
ZT80_38_B_1_10_patch_40	2	2
ZT80_38_B_1_10_patch_44	2	2
ZT80_38_B_1_10_patch_45	2	2
ZT80_38_B_1_10_patch_46	2	2
ZT80_38_B_1_10_patch_47	2	2
ZT80_38_B_1_11_patch_9	0	0
ZT80_38_B_1_11_patch_10	0	0
ZT80_38_B_1_11_patch_11	0	0
ZT80_38_B_1_11_patch_15	0	0
ZT80_38_B_1_11_patch_16	0	0
ZT80_38_B_1_11_patch_17	0	0
ZT80_38_B_1_11_patch_18	0	0
ZT80_38_B_1_11_patch_19	0	0
ZT80_38_B_1_11_patch_23	0	0
ZT80_38_B_1_11_patch_24	0	0
ZT80_38_B_1_11_patch_25	0	0
ZT80_38_B_1_11_patch_31	0	0
ZT80_38_B_1_11_patch_32	0	0
ZT80_38_B_1_11_patch_37	0	0
ZT80_38_B_1_11_patch_38	0	0
ZT80_38_B_1_11_patch_45	0	0
ZT80_38_B_1_14_patch_9	1	2
ZT80_38_B_1_14_patch_10	1	2
ZT80_38_B_1_14_patch_11	1	2
ZT80_38_B_1_14_patch_12	1	2
ZT80_38_B_1_14_patch_13	1	2
ZT80_38_B_1_14_patch_15	1	2
ZT80_38_B_1_14_patch_16	1	2
ZT80_38_B_1_14_patch_17	1	2
ZT80_38_B_1_14_patch_18	1	2
ZT80_38_B_1_14_patch_20	1	2
ZT80_38_B_1_14_patch_21	1	2
ZT80_38_B_1_14_patch_22	1	2
ZT80_38_B_1_14_patch_23	1	2
ZT80_38_B_1_14_patch_24	1	2
ZT80_38_B_1_14_patch_25	1	2
ZT80_38_B_1_14_patch_29	1	2
ZT80_38_B_1_14_patch_30	1	2
ZT80_38_B_1_14_patch_31	1	2
ZT80_38_B_1_14_patch_32	1	2
ZT80_38_B_1_14_patch_36	1	2
ZT80_38_B_1_14_patch_37	1	2
ZT80_38_B_1_14_patch_38	1	2
ZT80_38_B_1_14_patch_39	1	2
ZT80_38_B_1_14_patch_40	1	2
ZT80_38_B_1_14_patch_44	1	2
ZT80_38_B_1_14_patch_45	1	2
ZT80_38_B_1_14_patch_46	1	2
ZT80_38_B_1_14_patch_47	1	2
ZT80_38_B_1_2_patch_2	3	3
ZT80_38_B_1_2_patch_3	3	3
ZT80_38_B_1_2_patch_4	3	3
ZT80_38_B_1_2_patch_5	3	3
ZT80_38_B_1_2_patch_9	3	3
ZT80_38_B_1_2_patch_10	3	3
ZT80_38_B_1_2_patch_11	3	3
ZT80_38_B_1_2_patch_12	3	3
ZT80_38_B_1_2_patch_13	3	3
ZT80_38_B_1_2_patch_15	3	3
ZT80_38_B_1_2_patch_16	3	3
ZT80_38_B_1_2_patch_17	3	3
ZT80_38_B_1_2_patch_18	3	3
ZT80_38_B_1_2_patch_19	3	3
ZT80_38_B_1_2_patch_20	3	3
ZT80_38_B_1_2_patch_22	3	3
ZT80_38_B_1_2_patch_23	3	3
ZT80_38_B_1_2_patch_24	3	3
ZT80_38_B_1_2_patch_25	3	3
ZT80_38_B_1_2_patch_26	3	3
ZT80_38_B_1_2_patch_27	3	3
ZT80_38_B_1_2_patch_29	3	3
ZT80_38_B_1_2_patch_30	3	3
ZT80_38_B_1_2_patch_31	3	3
ZT80_38_B_1_2_patch_32	3	3
ZT80_38_B_1_2_patch_33	3	3
ZT80_38_B_1_2_patch_34	3	3
ZT80_38_B_1_2_patch_37	3	3
ZT80_38_B_1_2_patch_38	3	3
ZT80_38_B_1_2_patch_39	3	3
ZT80_38_B_1_2_patch_40	3	3
ZT80_38_B_1_2_patch_41	3	3
ZT80_38_B_1_2_patch_44	3	3
ZT80_38_B_1_2_patch_45	3	3
ZT80_38_B_1_2_patch_46	3	3
ZT80_38_B_1_2_patch_47	3	3
ZT80_38_B_1_4_patch_32	2	2
ZT80_38_B_1_4_patch_33	2	2
ZT80_38_B_1_4_patch_38	2	2
ZT80_38_B_1_4_patch_39	2	2
ZT80_38_B_1_4_patch_40	2	2
ZT80_38_B_1_5_patch_12	2	2
ZT80_38_B_1_5_patch_15	2	3
ZT80_38_B_1_5_patch_18	2	2
ZT80_38_B_1_5_patch_22	2	2
ZT80_38_B_1_5_patch_23	2	2
ZT80_38_B_1_5_patch_27	2	2
ZT80_38_B_1_5_patch_31	2	3
ZT80_38_B_1_5_patch_32	2	3
ZT80_38_B_1_5_patch_33	2	2
ZT80_38_B_1_5_patch_34	2	2
ZT80_38_B_1_5_patch_36	1	2
ZT80_38_B_1_5_patch_41	2	3
ZT80_38_B_1_5_patch_44	1	2
ZT80_38_B_1_5_patch_45	2	3
ZT80_38_B_1_5_patch_46	2	3
ZT80_38_B_1_6_patch_15	2	2
ZT80_38_B_1_6_patch_16	2	2
ZT80_38_B_1_6_patch_19	1	2
ZT80_38_B_1_6_patch_20	1	2
ZT80_38_B_1_6_patch_22	2	2
ZT80_38_B_1_6_patch_23	2	2
ZT80_38_B_1_6_patch_25	1	2
ZT80_38_B_1_6_patch_26	1	2
ZT80_38_B_1_6_patch_27	1	2
ZT80_38_B_1_6_patch_30	2	2
ZT80_38_B_1_6_patch_32	1	2
ZT80_38_B_1_6_patch_33	1	2
ZT80_38_B_1_6_patch_34	1	2
ZT80_38_B_1_6_patch_36	1	2
ZT80_38_B_1_6_patch_39	1	2
ZT80_38_B_1_6_patch_40	1	2
ZT80_38_B_1_6_patch_44	1	2
ZT80_38_B_1_6_patch_45	1	2
ZT80_38_B_1_6_patch_46	1	2
ZT80_38_B_1_6_patch_47	1	2
ZT80_38_B_1_7_patch_9	2	3
ZT80_38_B_1_7_patch_10	2	3
ZT80_38_B_1_7_patch_11	2	3
ZT80_38_B_1_7_patch_12	2	3
ZT80_38_B_1_7_patch_15	2	3
ZT80_38_B_1_7_patch_16	2	3
ZT80_38_B_1_7_patch_17	2	3
ZT80_38_B_1_7_patch_18	2	3
ZT80_38_B_1_7_patch_19	2	3
ZT80_38_B_1_7_patch_20	2	3
ZT80_38_B_1_7_patch_22	2	3
ZT80_38_B_1_7_patch_23	2	3
ZT80_38_B_1_7_patch_24	2	3
ZT80_38_B_1_7_patch_25	2	3
ZT80_38_B_1_7_patch_26	2	3
ZT80_38_B_1_7_patch_29	2	3
ZT80_38_B_1_7_patch_30	2	3
ZT80_38_B_1_7_patch_31	2	3
ZT80_38_B_1_7_patch_32	2	3
ZT80_38_B_1_7_patch_33	2	3
ZT80_38_B_1_7_patch_36	2	3
ZT80_38_B_1_7_patch_37	2	3
ZT80_38_B_1_7_patch_38	2	3
ZT80_38_B_1_7_patch_39	2	3
ZT80_38_B_1_7_patch_40	2	3
ZT80_38_B_1_7_patch_44	2	3
ZT80_38_B_1_7_patch_45	2	3
ZT80_38_B_1_7_patch_46	2	3
ZT80_38_B_1_8_patch_16	1	2
ZT80_38_B_1_8_patch_17	1	2
ZT80_38_B_1_8_patch_23	1	2
ZT80_38_B_1_8_patch_24	1	2
ZT80_38_B_1_8_patch_25	1	2
ZT80_38_B_1_8_patch_31	1	2
ZT80_38_B_1_8_patch_32	1	2
ZT80_38_B_1_8_patch_36	1	1
ZT80_38_B_1_8_patch_40	1	2
ZT80_38_B_1_8_patch_47	1	2
ZT80_38_B_1_9_patch_3	2	2
ZT80_38_B_1_9_patch_9	2	2
ZT80_38_B_1_9_patch_17	2	3
ZT80_38_B_1_9_patch_18	2	3
ZT80_38_B_1_9_patch_19	2	2
ZT80_38_B_1_9_patch_22	2	3
ZT80_38_B_1_9_patch_23	2	3
ZT80_38_B_1_9_patch_24	2	3
ZT80_38_B_1_9_patch_25	2	2
ZT80_38_B_1_9_patch_26	2	2
ZT80_38_B_1_9_patch_30	2	3
ZT80_38_B_1_9_patch_31	2	3
ZT80_38_B_1_9_patch_33	2	2
ZT80_38_B_1_9_patch_36	2	3
ZT80_38_B_1_9_patch_37	2	3
ZT80_38_B_1_9_patch_38	2	3
ZT80_38_B_1_9_patch_39	2	3
ZT80_38_B_1_9_patch_40	2	2
ZT80_38_B_1_9_patch_44	2	3
ZT80_38_B_1_9_patch_45	2	3
ZT80_38_B_2_1_patch_4	3	3
ZT80_38_B_2_1_patch_5	3	3
ZT80_38_B_2_1_patch_8	3	3
ZT80_38_B_2_1_patch_9	3	3
ZT80_38_B_2_1_patch_10	3	3
ZT80_38_B_2_1_patch_11	3	3
ZT80_38_B_2_1_patch_12	3	3
ZT80_38_B_2_1_patch_13	3	3
ZT80_38_B_2_1_patch_15	3	3
ZT80_38_B_2_1_patch_16	3	3
ZT80_38_B_2_1_patch_17	3	3
ZT80_38_B_2_1_patch_18	3	3
ZT80_38_B_2_1_patch_19	3	3
ZT80_38_B_2_1_patch_20	3	3
ZT80_38_B_2_1_patch_22	3	3
ZT80_38_B_2_1_patch_23	3	3
ZT80_38_B_2_1_patch_24	3	3
ZT80_38_B_2_1_patch_25	3	3
ZT80_38_B_2_1_patch_26	3	3
ZT80_38_B_2_1_patch_27	3	3
ZT80_38_B_2_1_patch_29	3	3
ZT80_38_B_2_1_patch_30	3	3
ZT80_38_B_2_1_patch_31	3	3
ZT80_38_B_2_1_patch_32	3	3
ZT80_38_B_2_1_patch_33	3	3
ZT80_38_B_2_1_patch_34	3	3
ZT80_38_B_2_1_patch_37	3	3
ZT80_38_B_2_1_patch_38	3	3
ZT80_38_B_2_1_patch_39	3	3
ZT80_38_B_2_1_patch_40	3	3
ZT80_38_B_2_11_patch_3	2	2
ZT80_38_B_2_11_patch_4	2	2
ZT80_38_B_2_11_patch_11	2	2
ZT80_38_B_2_11_patch_12	2	2
ZT80_38_B_2_11_patch_13	2	2
ZT80_38_B_2_11_patch_19	2	2
ZT80_38_B_2_11_patch_20	2	2
ZT80_38_B_2_11_patch_21	2	2
ZT80_38_B_2_11_patch_25	2	2
ZT80_38_B_2_11_patch_26	2	2
ZT80_38_B_2_11_patch_27	2	2
ZT80_38_B_2_11_patch_32	2	2
ZT80_38_B_2_11_patch_33	2	2
ZT80_38_B_2_11_patch_34	2	2
ZT80_38_B_2_11_patch_38	2	2
ZT80_38_B_2_11_patch_39	2	2
ZT80_38_B_2_11_patch_40	2	2
ZT80_38_B_2_11_patch_41	2	2
ZT80_38_B_2_11_patch_44	2	2
ZT80_38_B_2_11_patch_45	2	2
ZT80_38_B_2_11_patch_46	2	2
ZT80_38_B_2_11_patch_47	2	2
ZT80_38_B_2_12_patch_9	2	3
ZT80_38_B_2_12_patch_10	2	3
ZT80_38_B_2_12_patch_15	2	3
ZT80_38_B_2_12_patch_16	2	3
ZT80_38_B_2_12_patch_17	2	3
ZT80_38_B_2_12_patch_22	2	3
ZT80_38_B_2_12_patch_23	2	3
ZT80_38_B_2_12_patch_24	2	3
ZT80_38_B_2_12_patch_32	2	2
ZT80_38_B_2_12_patch_33	2	2
ZT80_38_B_2_12_patch_34	2	2
ZT80_38_B_2_12_patch_36	2	3
ZT80_38_B_2_12_patch_37	2	2
ZT80_38_B_2_12_patch_38	2	2
ZT80_38_B_2_12_patch_39	2	2
ZT80_38_B_2_12_patch_40	2	2
ZT80_38_B_2_12_patch_41	2	2
ZT80_38_B_2_12_patch_45	2	2
ZT80_38_B_2_12_patch_46	2	2
ZT80_38_B_2_12_patch_47	2	2
ZT80_38_B_2_13_patch_11	1	2
ZT80_38_B_2_13_patch_12	1	2
ZT80_38_B_2_13_patch_22	2	3
ZT80_38_B_2_13_patch_23	2	3
ZT80_38_B_2_13_patch_24	2	3
ZT80_38_B_2_13_patch_29	2	3
ZT80_38_B_2_13_patch_30	2	3
ZT80_38_B_2_13_patch_31	2	3
ZT80_38_B_2_13_patch_37	2	3
ZT80_38_B_2_13_patch_38	2	3
ZT80_38_B_2_13_patch_40	2	3
ZT80_38_B_2_2_patch_3	3	3
ZT80_38_B_2_2_patch_8	3	3
ZT80_38_B_2_2_patch_9	3	3
ZT80_38_B_2_2_patch_10	3	3
ZT80_38_B_2_2_patch_11	3	3
ZT80_38_B_2_2_patch_12	3	3
ZT80_38_B_2_2_patch_15	3	3
ZT80_38_B_2_2_patch_16	3	3
ZT80_38_B_2_2_patch_17	3	3
ZT80_38_B_2_2_patch_18	3	3
ZT80_38_B_2_2_patch_22	3	3
ZT80_38_B_2_2_patch_23	3	3
ZT80_38_B_2_2_patch_24	3	3
ZT80_38_B_2_2_patch_25	3	3
ZT80_38_B_2_2_patch_29	3	3
ZT80_38_B_2_2_patch_30	3	3
ZT80_38_B_2_2_patch_31	3	3
ZT80_38_B_2_2_patch_32	3	3
ZT80_38_B_2_2_patch_36	3	3
ZT80_38_B_2_2_patch_37	3	3
ZT80_38_B_2_2_patch_38	3	3
ZT80_38_B_2_2_patch_39	3	3
ZT80_38_B_2_2_patch_40	3	3
ZT80_38_B_2_2_patch_44	3	3
ZT80_38_B_2_2_patch_45	3	3
ZT80_38_B_2_2_patch_46	3	3
ZT80_38_B_2_2_patch_47	3	3
ZT80_38_B_2_3_patch_16	1	2
ZT80_38_B_2_3_patch_17	1	2
ZT80_38_B_2_3_patch_18	1	2
ZT80_38_B_2_3_patch_19	1	2
ZT80_38_B_2_3_patch_22	1	2
ZT80_38_B_2_3_patch_23	1	2
ZT80_38_B_2_3_patch_24	1	2
ZT80_38_B_2_3_patch_25	1	2
ZT80_38_B_2_3_patch_26	1	2
ZT80_38_B_2_3_patch_27	1	2
ZT80_38_B_2_3_patch_29	1	2
ZT80_38_B_2_3_patch_30	1	2
ZT80_38_B_2_3_patch_31	1	2
ZT80_38_B_2_3_patch_32	1	2
ZT80_38_B_2_3_patch_33	1	2
ZT80_38_B_2_3_patch_34	1	2
ZT80_38_B_2_3_patch_36	1	2
ZT80_38_B_2_3_patch_37	1	2
ZT80_38_B_2_3_patch_38	1	2
ZT80_38_B_2_3_patch_39	1	2
ZT80_38_B_2_3_patch_40	1	2
ZT80_38_B_2_3_patch_45	1	2
ZT80_38_B_2_5_patch_3	2	2
ZT80_38_B_2_5_patch_10	2	3
ZT80_38_B_2_5_patch_11	2	3
ZT80_38_B_2_5_patch_15	2	3
ZT80_38_B_2_5_patch_16	2	3
ZT80_38_B_2_5_patch_17	2	3
ZT80_38_B_2_5_patch_18	2	3
ZT80_38_B_2_5_patch_19	2	3
ZT80_38_B_2_5_patch_20	2	3
ZT80_38_B_2_5_patch_22	2	3
ZT80_38_B_2_5_patch_23	2	3
ZT80_38_B_2_5_patch_24	2	3
ZT80_38_B_2_5_patch_25	2	3
ZT80_38_B_2_5_patch_26	2	3
ZT80_38_B_2_5_patch_27	2	3
ZT80_38_B_2_5_patch_29	2	3
ZT80_38_B_2_5_patch_30	2	3
ZT80_38_B_2_5_patch_31	2	3
ZT80_38_B_2_5_patch_32	2	3
ZT80_38_B_2_5_patch_33	2	3
ZT80_38_B_2_5_patch_34	2	3
ZT80_38_B_2_5_patch_37	2	3
ZT80_38_B_2_5_patch_38	2	3
ZT80_38_B_2_5_patch_39	2	3
ZT80_38_B_2_5_patch_40	2	3
ZT80_38_B_2_6_patch_8	1	1
ZT80_38_B_2_6_patch_9	1	1
ZT80_38_B_2_6_patch_10	1	1
ZT80_38_B_2_6_patch_11	1	1
ZT80_38_B_2_6_patch_12	1	1
ZT80_38_B_2_6_patch_15	1	1
ZT80_38_B_2_6_patch_16	1	1
ZT80_38_B_2_6_patch_17	1	1
ZT80_38_B_2_6_patch_18	1	1
ZT80_38_B_2_6_patch_19	1	1
ZT80_38_B_2_6_patch_20	1	1
ZT80_38_B_2_6_patch_22	1	1
ZT80_38_B_2_6_patch_23	1	1
ZT80_38_B_2_6_patch_24	1	1
ZT80_38_B_2_6_patch_25	1	1
ZT80_38_B_2_6_patch_26	1	1
ZT80_38_B_2_6_patch_27	1	1
ZT80_38_B_2_6_patch_29	1	1
ZT80_38_B_2_6_patch_30	1	1
ZT80_38_B_2_6_patch_31	1	1
ZT80_38_B_2_6_patch_32	1	1
ZT80_38_B_2_6_patch_33	1	1
ZT80_38_B_2_6_patch_34	1	1
ZT80_38_B_2_6_patch_36	1	1
ZT80_38_B_2_6_patch_37	1	1
ZT80_38_B_2_6_patch_38	1	1
ZT80_38_B_2_6_patch_39	1	1
ZT80_38_B_2_6_patch_40	1	1
ZT80_38_B_2_8_patch_10	1	1
ZT80_38_B_2_8_patch_11	1	1
ZT80_38_B_2_8_patch_12	1	1
ZT80_38_B_2_8_patch_17	1	1
ZT80_38_B_2_8_patch_18	1	1
ZT80_38_B_2_8_patch_23	1	1
ZT80_38_B_2_8_patch_24	1	1
ZT80_38_B_2_8_patch_25	1	1
ZT80_38_B_2_8_patch_27	1	2
ZT80_38_B_2_8_patch_30	1	1
ZT80_38_B_2_8_patch_31	1	1
ZT80_38_B_2_8_patch_37	1	1
ZT80_38_B_2_9_patch_11	2	2
ZT80_38_B_2_9_patch_12	2	2
ZT80_38_B_2_9_patch_15	2	2
ZT80_38_B_2_9_patch_16	2	2
ZT80_38_B_2_9_patch_18	2	2
ZT80_38_B_2_9_patch_19	2	2
ZT80_38_B_2_9_patch_20	2	2
ZT80_38_B_2_9_patch_22	2	2
ZT80_38_B_2_9_patch_23	2	2
ZT80_38_B_2_9_patch_24	2	2
ZT80_38_B_2_9_patch_25	2	2
ZT80_38_B_2_9_patch_26	2	2
ZT80_38_B_2_9_patch_29	2	2
ZT80_38_B_2_9_patch_30	2	2
ZT80_38_B_2_9_patch_31	2	2
ZT80_38_B_2_9_patch_32	2	2
ZT80_38_B_2_9_patch_37	2	2
ZT80_38_B_2_9_patch_38	2	2
ZT80_38_B_2_9_patch_39	2	2
ZT80_38_B_2_9_patch_40	2	2
ZT80_38_B_2_9_patch_41	2	2
ZT80_38_B_3_1_patch_10	3	2
ZT80_38_B_3_1_patch_15	3	3
ZT80_38_B_3_1_patch_16	3	3
ZT80_38_B_3_1_patch_18	3	3
ZT80_38_B_3_1_patch_19	3	3
ZT80_38_B_3_1_patch_20	3	3
ZT80_38_B_3_1_patch_23	3	3
ZT80_38_B_3_1_patch_24	3	3
ZT80_38_B_3_1_patch_25	3	3
ZT80_38_B_3_1_patch_30	3	3
ZT80_38_B_3_1_patch_31	3	3
ZT80_38_B_3_1_patch_32	3	3
ZT80_38_B_3_1_patch_37	3	3
ZT80_38_B_3_1_patch_38	3	3
ZT80_38_B_3_1_patch_39	3	3
ZT80_38_B_3_1_patch_44	3	3
ZT80_38_B_3_1_patch_45	3	3
ZT80_38_B_3_1_patch_46	3	3
ZT80_38_B_3_10_patch_15	2	2
ZT80_38_B_3_10_patch_16	2	2
ZT80_38_B_3_10_patch_17	2	2
ZT80_38_B_3_10_patch_18	2	2
ZT80_38_B_3_10_patch_22	2	2
ZT80_38_B_3_10_patch_23	2	2
ZT80_38_B_3_10_patch_24	2	2
ZT80_38_B_3_10_patch_25	2	2
ZT80_38_B_3_10_patch_26	2	2
ZT80_38_B_3_10_patch_27	2	2
ZT80_38_B_3_10_patch_31	2	2
ZT80_38_B_3_10_patch_32	2	2
ZT80_38_B_3_10_patch_33	2	2
ZT80_38_B_3_10_patch_34	2	2
ZT80_38_B_3_10_patch_38	2	2
ZT80_38_B_3_13_patch_17	2	2
ZT80_38_B_3_13_patch_22	2	2
ZT80_38_B_3_13_patch_29	2	2
ZT80_38_B_3_13_patch_30	2	2
ZT80_38_B_3_13_patch_36	2	2
ZT80_38_B_3_13_patch_37	2	2
ZT80_38_B_3_14_patch_5	2	2
ZT80_38_B_3_14_patch_11	2	3
ZT80_38_B_3_14_patch_13	2	2
ZT80_38_B_3_14_patch_17	2	3
ZT80_38_B_3_14_patch_18	2	3
ZT80_38_B_3_14_patch_23	2	3
ZT80_38_B_3_14_patch_24	2	3
ZT80_38_B_3_14_patch_25	2	3
ZT80_38_B_3_14_patch_26	2	3
ZT80_38_B_3_14_patch_27	2	3
ZT80_38_B_3_14_patch_30	2	3
ZT80_38_B_3_14_patch_33	2	3
ZT80_38_B_3_14_patch_34	2	3
ZT80_38_B_3_14_patch_37	2	2
ZT80_38_B_3_14_patch_38	2	2
ZT80_38_B_3_14_patch_45	2	2
ZT80_38_B_3_14_patch_46	2	2
ZT80_38_B_3_14_patch_47	2	2
ZT80_38_B_3_2_patch_8	2	2
ZT80_38_B_3_2_patch_9	2	2
ZT80_38_B_3_2_patch_10	2	2
ZT80_38_B_3_2_patch_15	2	2
ZT80_38_B_3_2_patch_16	2	2
ZT80_38_B_3_2_patch_17	2	2
ZT80_38_B_3_2_patch_18	2	2
ZT80_38_B_3_2_patch_22	2	2
ZT80_38_B_3_2_patch_23	2	2
ZT80_38_B_3_2_patch_24	2	2
ZT80_38_B_3_2_patch_25	2	2
ZT80_38_B_3_2_patch_29	2	2
ZT80_38_B_3_2_patch_30	2	2
ZT80_38_B_3_2_patch_31	2	2
ZT80_38_B_3_2_patch_32	2	2
ZT80_38_B_3_2_patch_33	2	2
ZT80_38_B_3_2_patch_36	2	2
ZT80_38_B_3_2_patch_37	2	2
ZT80_38_B_3_2_patch_38	2	2
ZT80_38_B_3_2_patch_39	2	2
ZT80_38_B_3_2_patch_40	2	2
ZT80_38_B_3_3_patch_10	0	0
ZT80_38_B_3_3_patch_15	0	0
ZT80_38_B_3_3_patch_32	0	0
ZT80_38_B_3_3_patch_33	0	0
ZT80_38_B_3_3_patch_34	0	0
ZT80_38_B_3_3_patch_37	0	0
ZT80_38_B_3_3_patch_38	0	0
ZT80_38_B_3_3_patch_39	0	0
ZT80_38_B_3_3_patch_40	0	0
